GSS_CD,GSS_NM,countyName,25/01/2020,26/01/2020,27/01/2020,28/01/2020,29/01/2020,30/01/2020,31/01/2020,01/02/2020,02/02/2020,03/02/2020,04/02/2020,05/02/2020,06/02/2020,07/02/2020,08/02/2020,09/02/2020,10/02/2020,11/02/2020,12/02/2020,13/02/2020,14/02/2020,15/02/2020,16/02/2020,17/02/2020,18/02/2020,19/02/2020,20/02/2020,21/02/2020,22/02/2020,23/02/2020,24/02/2020,25/02/2020,26/02/2020,27/02/2020,28/02/2020,29/02/2020,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020
S08000026,Shetland,Shetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,13,15,15,16,24,24,24,24,24,24,24,24,24,27,27,27,29,30,30,36,40,41,41,42,43,43,43,43,43,45,45,45,45,45,45,51,51,52,54,54,54
S08000030,Tayside,Tayside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,17,20,24,27,31,34,38,47,48,57,76,107,127,141,177,214,254,307,353,410,457,499,516,586,667,712,753,803,812,826,898,937,979,1022,1056,1071,1084,1124,1159,1199
S08000028,Western Isles,Western Isles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
N09000001,Antrim and Newtownabbey,Antrim and Newtownabbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,,,34,36,47,51,59,,,70,78,81,89,117,,,,,149,156,174,,,207,,,,
N09000011,Ards and North Down,Ards and North Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,25,,,52,61,67,75,81,,,102,105,110,120,129,,,,,154,157,161,,,181,,,,
N09000002,"Armagh City, Banbridge and Craigavon","Armagh City, Banbridge and Craigavon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,29,,,53,62,70,79,91,,,109,120,135,142,157,,,,,220,246,269,,,266,,,,
N09000003,Belfast,Belfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,86,,,160,166,200,226,272,,,377,396,429,482,514,,,,,649,689,719,,,854,,,,
N09000004,Causeway Coast and Glens,Causeway Coast and Glens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,11,16,18,19,21,,,26,32,35,43,63,,,,,98,103,116,,,107,,,,
N09000005,Derry City and Strabane,Derry City and Strabane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,23,24,29,30,35,,,51,52,52,52,77,,,,,133,144,146,,,124,,,,
N09000006,Fermanagh and Omagh,Fermanagh and Omagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,,,27,29,32,37,40,,,42,43,43,43,52,,,,,61,61,61,,,59,,,,
N09000007,Lisburn and Castlereagh,Lisburn and Castlereagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,39,,,66,70,81,97,109,,,130,143,150,164,181,,,,,221,232,241,,,278,,,,
N09000008,Mid and East Antrim,Mid and East Antrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,28,32,36,37,46,,,59,69,70,80,102,,,,,136,144,160,,,171,,,,
N09000009,Mid Ulster,Mid Ulster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,16,17,19,21,23,,,33,42,47,53,73,,,,,106,111,119,,,111,,,,
N09000010,"Newry, Mourne and Down","Newry, Mourne and Down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,,,41,44,51,55,61,,,76,80,82,92,102,,,,,127,132,140,,,148,,,,
N92000002,Northern Ireland,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,7,12,12,16,18,20,29,34,45,52,62,68,77,86,108,128,148,172,209,241,275,324,410,533,586,689,774,904,998,1089,1158,1255,1339,1477,1589,1717,1806,1882,1967,2088,2201,2338,2486,2645,2728,,2874,3016,3122
